timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-12-15T19:09:38,Sentiment_Analysis,b7231160-c0f5-426c-98f5-2d91c19bad0b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.890970100008417,3.746027757919505e-05,1.981008455872904e-05,90.0,0.0,10.0,4.7257359999639445e-05,0.0,5.2491227777661856e-06,5.250648277740563e-05,0.0,India,IND,maharashtra,Windows-11-10.0.26200-SP0,3.13.4,3.2.0,12,AMD Ryzen 5 5625U with Radeon Graphics,73.8502,18.5211,7.351810455322266,machine,N,1.0,0.0,,
2025-12-15T19:10:24,Text_Summarization,8490915e-32df-4b6d-b25f-0d770c95d88c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.632562200014945,1.490934950499148e-06,1.0936571780303437e-07,90.0,0.0,10.0,0.00034079944000040994,0.0,3.786464805557949e-05,0.00037866408805598944,0.0,Canada,CAN,quebec,Windows-11-10.0.26200-SP0,3.13.4,3.2.0,12,AMD Ryzen 5 5625U with Radeon Graphics,-71.2,46.8,7.351810455322266,machine,N,1.0,0.0,,
